txn_id,date,amount,customer,product,region,status,payment_method,notes
TXN-2024-0247,2024-09-24,431.60,TechStart Inc,Enterprise Plan,EU-WEST,refunded,bank_transfer,
TXN-2024-0248,2024-01-17,151.67,Blue Ocean Ltd,Storage Addon,EU-WEST,refunded,credit_card,
TXN-2024-0249,2024-05-15,77.29,Golden Gate LLC,Basic Plan,US-EAST,completed,paypal,Annual renewal
TXN-2024-0250,2024-10-21,105.51,Golden Gate LLC,Basic Plan,US-EAST,pending,credit_card,Monthly subscription
TXN-2024-0251,2024-03-16,92.49,Northern Wind Co,API Addon,US-WEST,completed,credit_card,
TXN-2024-0252,2024-08-20,2269.40,Silver Stream Inc,Storage Addon,APAC,completed,credit_card,
TXN-2024-0253,2024-04-02,2667.57,Northern Wind Co,API Addon,US-WEST,completed,credit_card,Referral discount applied
TXN-2024-0254,2024-07-01,205.88,Silver Stream Inc,Storage Addon,EU-WEST,pending,credit_card,
TXN-2024-0255,2024-05-13,185.80,Golden Gate LLC,Enterprise Plan,EU-WEST,completed,credit_card,New customer
TXN-2024-0256,2024-09-14,2657.02,Sunset Labs,Pro Plan,EU-WEST,completed,paypal,Monthly subscription
TXN-2024-0257,2024-10-22,78.14,Green Valley LLC,API Addon,US-WEST,completed,bank_transfer,Annual renewal
TXN-2024-0258,2024-04-20,424.05,Red Mountain Co,Storage Addon,US-WEST,refunded,credit_card,Upgrade from basic
TXN-2024-0259,2024-12-27,195.00,Northern Wind Co,Enterprise Plan,US-EAST,completed,bank_transfer,Monthly subscription
TXN-2024-0260,2024-04-16,74.81,Iron Bridge Corp,Enterprise Plan,EU-WEST,refunded,bank_transfer,Annual renewal
TXN-2024-0261,2024-10-14,93.11,Acme Corp,API Addon,EU-WEST,completed,credit_card,Annual renewal
TXN-2024-0262,2024-06-15,479.83,Northern Wind Co,Enterprise Plan,US-WEST,completed,bank_transfer,Upgrade from basic
TXN-2024-0263,2024-06-24,106.03,Sunset Labs,Pro Plan,US-WEST,refunded,credit_card,Monthly subscription
TXN-2024-0264,2024-08-10,480.59,Green Valley LLC,Storage Addon,EU-WEST,pending,credit_card,Monthly subscription
TXN-2024-0265,2024-12-15,73.43,Northern Wind Co,Pro Plan,EU-WEST,completed,credit_card,
TXN-2024-0266,2024-03-14,483.33,Sunset Labs,Basic Plan,US-WEST,completed,paypal,Annual renewal
TXN-2024-0267,2024-07-20,461.57,Blue Ocean Ltd,API Addon,EU-WEST,completed,bank_transfer,Monthly subscription
TXN-2024-0268,2024-02-24,70.16,Red Mountain Co,Storage Addon,US-WEST,pending,credit_card,
TXN-2024-0269,2024-02-25,107.74,Red Mountain Co,Pro Plan,EU-WEST,refunded,bank_transfer,Upgrade from basic
TXN-2024-0270,2024-01-09,438.76,Silver Stream Inc,Storage Addon,US-WEST,refunded,paypal,Upgrade from basic
TXN-2024-0271,2024-08-21,2430.73,Green Valley LLC,Storage Addon,US-WEST,completed,paypal,
TXN-2024-0272,2024-01-28,2387.81,Red Mountain Co,Pro Plan,US-EAST,completed,paypal,
TXN-2024-0273,2024-11-03,95.89,Silver Stream Inc,Enterprise Plan,US-WEST,completed,bank_transfer,Monthly subscription
TXN-2024-0274,2024-06-15,3310.35,Iron Bridge Corp,API Addon,APAC,pending,credit_card,Referral discount applied
TXN-2024-0275,2024-05-01,104.91,Silver Stream Inc,Enterprise Plan,APAC,completed,credit_card,New customer
TXN-2024-0276,2024-09-02,2687.50,Acme Corp,Storage Addon,APAC,completed,credit_card,Referral discount applied
TXN-2024-0277,2024-07-06,445.64,Acme Corp,Enterprise Plan,EU-WEST,completed,paypal,
TXN-2024-0278,2024-11-18,2307.96,Green Valley LLC,Pro Plan,APAC,refunded,paypal,
TXN-2024-0279,2024-03-26,189.25,Golden Gate LLC,Storage Addon,EU-WEST,completed,credit_card,New customer
TXN-2024-0280,2024-12-01,2475.45,Northern Wind Co,Enterprise Plan,APAC,completed,paypal,
TXN-2024-0281,2024-01-18,3482.18,Red Mountain Co,Pro Plan,APAC,completed,paypal,Monthly subscription
TXN-2024-0282,2024-06-08,2350.71,Iron Bridge Corp,Basic Plan,US-EAST,pending,paypal,Annual renewal
TXN-2024-0283,2024-08-23,447.11,Northern Wind Co,Basic Plan,US-EAST,pending,paypal,Referral discount applied
TXN-2024-0284,2024-11-04,93.60,Sunset Labs,API Addon,US-WEST,refunded,credit_card,Referral discount applied
TXN-2024-0285,2024-03-01,455.21,Golden Gate LLC,Pro Plan,APAC,completed,credit_card,Upgrade from basic
TXN-2024-0286,2024-10-17,2722.39,Golden Gate LLC,Pro Plan,EU-WEST,refunded,credit_card,
TXN-2024-0287,2024-02-20,72.54,Silver Stream Inc,Storage Addon,EU-WEST,completed,bank_transfer,
TXN-2024-0288,2024-12-10,2534.85,Green Valley LLC,Storage Addon,EU-WEST,completed,credit_card,Upgrade from basic
TXN-2024-0289,2024-06-08,106.63,Acme Corp,Storage Addon,APAC,completed,paypal,
TXN-2024-0290,2024-04-14,444.84,TechStart Inc,Enterprise Plan,US-WEST,completed,bank_transfer,Annual renewal
TXN-2024-0291,2024-02-06,2334.74,Iron Bridge Corp,API Addon,US-WEST,completed,paypal,New customer
TXN-2024-0292,2024-03-03,140.03,Blue Ocean Ltd,Basic Plan,APAC,completed,paypal,
TXN-2024-0293,2024-01-26,95.11,TechStart Inc,Pro Plan,US-WEST,completed,paypal,Upgrade from basic
TXN-2024-0294,2024-09-23,89.30,Golden Gate LLC,Basic Plan,APAC,completed,credit_card,Referral discount applied
TXN-2024-0295,2024-06-09,3249.78,Red Mountain Co,API Addon,US-EAST,completed,credit_card,Monthly subscription
TXN-2024-0296,2024-12-07,101.70,Golden Gate LLC,Pro Plan,EU-WEST,refunded,credit_card,Upgrade from basic
TXN-2024-0297,2024-06-06,67.66,Acme Corp,Pro Plan,APAC,pending,credit_card,New customer
TXN-2024-0298,2024-10-11,3212.18,Northern Wind Co,Enterprise Plan,APAC,completed,credit_card,New customer
TXN-2024-0299,2024-12-26,2927.81,Green Valley LLC,Basic Plan,APAC,completed,bank_transfer,Referral discount applied
TXN-2024-0300,2024-02-26,2587.60,Red Mountain Co,Storage Addon,US-EAST,completed,paypal,
TXN-2024-0301,2024-02-13,2584.72,Green Valley LLC,API Addon,EU-WEST,completed,bank_transfer,Upgrade from basic
TXN-2024-0302,2024-11-19,106.68,Green Valley LLC,API Addon,US-EAST,completed,bank_transfer,Annual renewal
TXN-2024-0303,2024-02-01,437.63,Northern Wind Co,Basic Plan,US-WEST,completed,credit_card,New customer
TXN-2024-0304,2024-01-09,72.98,Iron Bridge Corp,Storage Addon,US-EAST,completed,credit_card,Annual renewal
TXN-2024-0305,2024-09-16,2900.55,Iron Bridge Corp,Storage Addon,US-WEST,completed,bank_transfer,
TXN-2024-0306,2024-06-12,460.77,Acme Corp,Pro Plan,APAC,refunded,credit_card,New customer
TXN-2024-0307,2024-02-22,82.07,Northern Wind Co,Storage Addon,US-WEST,refunded,credit_card,Referral discount applied
TXN-2024-0308,2024-12-03,77.73,Silver Stream Inc,Enterprise Plan,EU-WEST,completed,credit_card,Upgrade from basic
TXN-2024-0309,2024-11-27,147.42,Sunset Labs,API Addon,US-WEST,completed,credit_card,
TXN-2024-0310,2024-06-05,2300.79,Acme Corp,API Addon,US-WEST,refunded,credit_card,Upgrade from basic
TXN-2024-0311,2024-11-25,89.76,Blue Ocean Ltd,Pro Plan,US-EAST,pending,paypal,
TXN-2024-0312,2024-08-05,446.98,Blue Ocean Ltd,API Addon,US-WEST,completed,credit_card,Annual renewal
TXN-2024-0313,2024-01-23,406.01,Iron Bridge Corp,Pro Plan,APAC,completed,paypal,
TXN-2024-0314,2024-04-16,92.36,Northern Wind Co,Storage Addon,EU-WEST,completed,credit_card,
TXN-2024-0315,2024-07-14,2978.36,Northern Wind Co,Storage Addon,US-WEST,completed,credit_card,
TXN-2024-0316,2024-06-11,80.00,Sunset Labs,Pro Plan,US-WEST,pending,paypal,Referral discount applied
TXN-2024-0317,2024-12-19,81.96,Acme Corp,Enterprise Plan,APAC,refunded,bank_transfer,Upgrade from basic
TXN-2024-0318,2024-05-20,70.45,TechStart Inc,Basic Plan,US-WEST,refunded,credit_card,
TXN-2024-0319,2024-01-18,462.53,Sunset Labs,Enterprise Plan,US-WEST,completed,bank_transfer,Monthly subscription
TXN-2024-0320,2024-02-15,2538.32,Red Mountain Co,Basic Plan,APAC,refunded,credit_card,Upgrade from basic
TXN-2024-0321,2024-06-27,196.10,Red Mountain Co,Storage Addon,APAC,pending,credit_card,Monthly subscription
TXN-2024-0322,2024-10-11,423.77,Silver Stream Inc,Basic Plan,US-WEST,completed,paypal,Referral discount applied
TXN-2024-0323,2024-01-04,2679.55,Northern Wind Co,Enterprise Plan,EU-WEST,completed,credit_card,
TXN-2024-0324,2024-07-02,108.53,Iron Bridge Corp,Enterprise Plan,US-EAST,completed,credit_card,
TXN-2024-0325,2024-03-23,2494.68,Silver Stream Inc,Pro Plan,APAC,completed,paypal,
TXN-2024-0326,2024-06-16,409.12,Green Valley LLC,Storage Addon,APAC,refunded,paypal,
TXN-2024-0327,2024-07-17,462.57,Golden Gate LLC,Basic Plan,US-EAST,completed,credit_card,New customer
TXN-2024-0328,2024-07-28,199.41,Green Valley LLC,Enterprise Plan,US-EAST,completed,paypal,Upgrade from basic
TXN-2024-0329,2024-03-03,445.49,Green Valley LLC,Enterprise Plan,US-WEST,completed,credit_card,Upgrade from basic
TXN-2024-0330,2024-03-26,2693.04,Green Valley LLC,Storage Addon,US-EAST,completed,credit_card,Upgrade from basic
TXN-2024-0331,2024-04-28,426.43,Acme Corp,Pro Plan,EU-WEST,completed,credit_card,
TXN-2024-0332,2024-10-17,2902.65,Acme Corp,Pro Plan,EU-WEST,completed,paypal,
TXN-2024-0333,2024-06-16,2322.89,Blue Ocean Ltd,API Addon,US-WEST,completed,paypal,
TXN-2024-0334,2024-10-07,92.70,Red Mountain Co,Basic Plan,US-WEST,completed,credit_card,Upgrade from basic
TXN-2024-0335,2024-10-25,2288.18,Acme Corp,Pro Plan,US-EAST,refunded,credit_card,
TXN-2024-0336,2024-12-01,90.58,Iron Bridge Corp,Storage Addon,US-EAST,completed,credit_card,New customer
TXN-2024-0337,2024-08-16,420.69,Green Valley LLC,API Addon,EU-WEST,refunded,credit_card,Upgrade from basic
TXN-2024-0338,2024-05-06,97.98,Golden Gate LLC,Basic Plan,US-EAST,refunded,bank_transfer,New customer
TXN-2024-0339,2024-06-13,456.67,Iron Bridge Corp,Enterprise Plan,US-WEST,refunded,credit_card,Upgrade from basic
TXN-2024-0340,2024-12-28,100.14,Sunset Labs,Pro Plan,US-EAST,completed,paypal,Annual renewal
TXN-2024-0341,2024-03-17,77.48,Green Valley LLC,API Addon,EU-WEST,completed,paypal,Upgrade from basic
TXN-2024-0342,2024-01-27,480.12,Silver Stream Inc,Enterprise Plan,APAC,completed,paypal,New customer
TXN-2024-0343,2024-06-24,153.08,Golden Gate LLC,Enterprise Plan,US-WEST,completed,credit_card,
TXN-2024-0344,2024-11-21,89.91,Silver Stream Inc,Enterprise Plan,EU-WEST,completed,credit_card,Upgrade from basic
TXN-2024-0345,2024-07-22,98.33,Silver Stream Inc,Pro Plan,US-EAST,completed,paypal,
TXN-2024-0346,2024-06-11,150.57,Blue Ocean Ltd,Basic Plan,US-EAST,completed,paypal,
TXN-2024-0347,2024-01-20,204.68,Acme Corp,Storage Addon,APAC,pending,paypal,New customer
TXN-2024-0348,2024-11-18,70.04,TechStart Inc,Enterprise Plan,EU-WEST,completed,credit_card,Monthly subscription
TXN-2024-0349,2024-07-22,209.04,Blue Ocean Ltd,Storage Addon,APAC,completed,credit_card,
TXN-2024-0350,2024-10-08,78.86,Green Valley LLC,Storage Addon,APAC,completed,paypal,Upgrade from basic
TXN-2024-0351,2024-07-02,2348.40,TechStart Inc,API Addon,APAC,refunded,bank_transfer,
TXN-2024-0352,2024-04-27,2898.91,Golden Gate LLC,Enterprise Plan,APAC,pending,credit_card,New customer
TXN-2024-0353,2024-09-06,104.33,Blue Ocean Ltd,Enterprise Plan,APAC,completed,credit_card,Upgrade from basic
TXN-2024-0354,2024-01-18,2276.87,TechStart Inc,Storage Addon,EU-WEST,completed,credit_card,Annual renewal
TXN-2024-0355,2024-02-16,3139.96,Green Valley LLC,Pro Plan,US-WEST,completed,credit_card,Referral discount applied
TXN-2024-0356,2024-04-26,141.05,Sunset Labs,API Addon,US-WEST,completed,credit_card,Referral discount applied
TXN-2024-0357,2024-07-11,475.46,Sunset Labs,Basic Plan,EU-WEST,refunded,paypal,Referral discount applied
TXN-2024-0358,2024-10-24,76.37,Silver Stream Inc,Storage Addon,APAC,completed,bank_transfer,Referral discount applied
TXN-2024-0359,2024-05-01,76.86,Silver Stream Inc,API Addon,APAC,completed,paypal,Monthly subscription
TXN-2024-0360,2024-02-21,3499.47,Acme Corp,Storage Addon,US-EAST,completed,credit_card,
TXN-2024-0361,2024-10-14,203.16,TechStart Inc,Storage Addon,US-WEST,refunded,paypal,Annual renewal
TXN-2024-0362,2024-10-16,3358.55,Silver Stream Inc,Pro Plan,APAC,completed,paypal,Upgrade from basic
TXN-2024-0363,2024-03-06,2333.61,Blue Ocean Ltd,Pro Plan,US-WEST,completed,credit_card,New customer
TXN-2024-0364,2024-07-23,97.04,Iron Bridge Corp,Storage Addon,US-WEST,refunded,credit_card,New customer
TXN-2024-0365,2024-06-20,2501.18,Acme Corp,Pro Plan,US-WEST,completed,paypal,
TXN-2024-0366,2024-04-03,2385.75,Green Valley LLC,Pro Plan,US-WEST,completed,credit_card,
TXN-2024-0367,2024-06-16,108.76,Silver Stream Inc,API Addon,US-WEST,completed,paypal,New customer
TXN-2024-0368,2024-10-08,2918.28,Silver Stream Inc,Pro Plan,US-EAST,completed,credit_card,New customer
TXN-2024-0369,2024-06-26,3351.58,Sunset Labs,Pro Plan,EU-WEST,pending,bank_transfer,
TXN-2024-0370,2024-08-21,452.86,Green Valley LLC,Enterprise Plan,US-WEST,completed,credit_card,Annual renewal
TXN-2024-0371,2024-04-20,433.73,Blue Ocean Ltd,Enterprise Plan,US-WEST,completed,paypal,Upgrade from basic
TXN-2024-0372,2024-12-28,2721.66,Iron Bridge Corp,Basic Plan,EU-WEST,completed,credit_card,Annual renewal
TXN-2024-0373,2024-01-19,3228.80,Golden Gate LLC,Pro Plan,EU-WEST,refunded,bank_transfer,Referral discount applied
TXN-2024-0374,2024-10-12,99.67,Northern Wind Co,Basic Plan,APAC,completed,credit_card,Annual renewal
TXN-2024-0375,2024-03-06,211.23,Northern Wind Co,Pro Plan,US-EAST,completed,bank_transfer,Annual renewal
TXN-2024-0376,2024-04-23,157.70,Iron Bridge Corp,Pro Plan,US-EAST,completed,paypal,New customer
TXN-2024-0377,2024-02-05,2928.50,Iron Bridge Corp,Pro Plan,US-EAST,pending,credit_card,Referral discount applied
TXN-2024-0378,2024-06-04,149.29,Green Valley LLC,Basic Plan,EU-WEST,pending,bank_transfer,Annual renewal
TXN-2024-0379,2024-01-22,69.41,Red Mountain Co,Storage Addon,EU-WEST,refunded,credit_card,
TXN-2024-0380,2024-07-07,472.28,Acme Corp,API Addon,US-EAST,pending,credit_card,Upgrade from basic
TXN-2024-0381,2024-03-05,491.70,Acme Corp,Basic Plan,US-WEST,completed,credit_card,Annual renewal
TXN-2024-0382,2024-08-22,472.84,Sunset Labs,API Addon,US-WEST,completed,bank_transfer,New customer
TXN-2024-0383,2024-07-25,100.42,Northern Wind Co,API Addon,US-WEST,pending,credit_card,Upgrade from basic
TXN-2024-0384,2024-08-19,3514.50,TechStart Inc,Basic Plan,US-EAST,completed,credit_card,Monthly subscription
TXN-2024-0385,2024-09-20,2499.71,Red Mountain Co,Enterprise Plan,US-WEST,pending,credit_card,
TXN-2024-0386,2024-02-23,3167.37,Sunset Labs,Storage Addon,US-WEST,refunded,credit_card,Annual renewal
TXN-2024-0387,2024-12-12,101.14,Golden Gate LLC,Basic Plan,APAC,completed,paypal,Monthly subscription
TXN-2024-0388,2024-01-22,218.89,TechStart Inc,Enterprise Plan,APAC,completed,bank_transfer,Referral discount applied
TXN-2024-0389,2024-02-14,91.18,Iron Bridge Corp,Pro Plan,US-EAST,completed,credit_card,Referral discount applied
TXN-2024-0390,2024-11-02,79.31,Blue Ocean Ltd,API Addon,EU-WEST,completed,bank_transfer,
TXN-2024-0391,2024-03-12,94.57,Blue Ocean Ltd,Storage Addon,EU-WEST,completed,credit_card,
TXN-2024-0392,2024-02-21,2514.96,Blue Ocean Ltd,Pro Plan,APAC,completed,bank_transfer,
TXN-2024-0393,2024-05-16,2332.25,TechStart Inc,Enterprise Plan,US-WEST,completed,bank_transfer,
TXN-2024-0394,2024-05-24,2470.10,Green Valley LLC,Enterprise Plan,EU-WEST,completed,credit_card,
TXN-2024-0395,2024-12-04,179.87,Iron Bridge Corp,Pro Plan,EU-WEST,completed,paypal,Monthly subscription
TXN-2024-0396,2024-12-22,433.41,Silver Stream Inc,API Addon,EU-WEST,completed,bank_transfer,
TXN-2024-0397,2024-05-13,95.78,TechStart Inc,Storage Addon,APAC,completed,credit_card,New customer
TXN-2024-0398,2024-12-10,2681.18,Blue Ocean Ltd,API Addon,EU-WEST,completed,credit_card,Referral discount applied
TXN-2024-0399,2024-12-23,183.08,Green Valley LLC,Basic Plan,EU-WEST,completed,credit_card,
TXN-2024-0400,2024-10-11,3396.86,Golden Gate LLC,API Addon,US-WEST,completed,paypal,
TXN-2024-0401,2024-12-27,441.26,Blue Ocean Ltd,Storage Addon,US-WEST,completed,bank_transfer,Upgrade from basic
TXN-2024-0402,2024-09-10,2476.16,Silver Stream Inc,Enterprise Plan,US-WEST,completed,bank_transfer,Annual renewal
TXN-2024-0403,2024-07-19,214.85,Acme Corp,Pro Plan,US-EAST,pending,credit_card,Referral discount applied
TXN-2024-0404,2024-10-07,150.96,Sunset Labs,Storage Addon,US-WEST,refunded,bank_transfer,New customer
TXN-2024-0405,2024-08-07,107.82,Green Valley LLC,Pro Plan,EU-WEST,completed,credit_card,New customer
TXN-2024-0406,2024-12-24,185.95,Iron Bridge Corp,Pro Plan,EU-WEST,refunded,credit_card,
TXN-2024-0407,2024-05-20,2886.79,TechStart Inc,Enterprise Plan,US-EAST,completed,paypal,Annual renewal
TXN-2024-0408,2024-05-27,162.74,Red Mountain Co,API Addon,APAC,completed,credit_card,New customer
TXN-2024-0409,2024-06-05,2406.32,Red Mountain Co,Storage Addon,US-EAST,completed,credit_card,Annual renewal
TXN-2024-0410,2024-10-19,77.83,TechStart Inc,Basic Plan,APAC,pending,credit_card,
TXN-2024-0411,2024-05-26,2488.84,Iron Bridge Corp,Basic Plan,US-WEST,completed,credit_card,
TXN-2024-0412,2024-07-25,151.55,Green Valley LLC,Pro Plan,US-WEST,completed,credit_card,
TXN-2024-0413,2024-11-12,200.83,TechStart Inc,Basic Plan,EU-WEST,pending,credit_card,Annual renewal
TXN-2024-0414,2024-06-15,3026.91,Silver Stream Inc,API Addon,APAC,completed,paypal,
TXN-2024-0415,2024-07-26,468.73,Green Valley LLC,API Addon,US-WEST,refunded,credit_card,
TXN-2024-0416,2024-02-25,90.69,Northern Wind Co,Pro Plan,APAC,completed,credit_card,New customer
TXN-2024-0417,2024-02-22,80.48,Sunset Labs,Enterprise Plan,EU-WEST,completed,bank_transfer,New customer
TXN-2024-0418,2024-04-28,108.50,Red Mountain Co,Enterprise Plan,EU-WEST,completed,bank_transfer,
TXN-2024-0419,2024-02-11,2611.00,Green Valley LLC,Enterprise Plan,APAC,completed,credit_card,
TXN-2024-0420,2024-12-04,2743.03,Golden Gate LLC,Basic Plan,EU-WEST,completed,paypal,Annual renewal
TXN-2024-0421,2024-10-04,2389.48,Blue Ocean Ltd,Storage Addon,EU-WEST,completed,paypal,Annual renewal
TXN-2024-0422,2024-06-06,2961.30,Green Valley LLC,Pro Plan,APAC,completed,paypal,Referral discount applied
TXN-2024-0423,2024-04-20,204.87,Golden Gate LLC,Basic Plan,US-WEST,completed,credit_card,Upgrade from basic
TXN-2024-0424,2024-09-18,449.49,Northern Wind Co,Enterprise Plan,US-EAST,completed,credit_card,Upgrade from basic
TXN-2024-0425,2024-02-20,92.46,Acme Corp,Enterprise Plan,US-EAST,completed,paypal,Annual renewal
TXN-2024-0426,2024-02-28,2562.72,Blue Ocean Ltd,Basic Plan,APAC,completed,credit_card,Annual renewal
TXN-2024-0427,2024-08-27,81.68,Golden Gate LLC,Enterprise Plan,US-EAST,completed,credit_card,Upgrade from basic
TXN-2024-0428,2024-07-04,101.73,Green Valley LLC,Storage Addon,EU-WEST,pending,bank_transfer,Annual renewal
TXN-2024-0429,2024-09-15,2368.99,Sunset Labs,Basic Plan,US-EAST,completed,bank_transfer,Annual renewal
TXN-2024-0430,2024-12-22,474.09,Red Mountain Co,Enterprise Plan,US-WEST,completed,bank_transfer,
TXN-2024-0431,2024-03-23,445.34,Red Mountain Co,API Addon,EU-WEST,refunded,credit_card,
TXN-2024-0432,2024-01-18,3078.85,Golden Gate LLC,Pro Plan,US-WEST,refunded,credit_card,Referral discount applied
TXN-2024-0433,2024-06-17,3167.85,Iron Bridge Corp,Pro Plan,APAC,completed,bank_transfer,
TXN-2024-0434,2024-06-28,145.36,Iron Bridge Corp,Enterprise Plan,US-WEST,completed,bank_transfer,Annual renewal
TXN-2024-0435,2024-11-24,105.83,Acme Corp,Enterprise Plan,APAC,pending,credit_card,Monthly subscription
TXN-2024-0436,2024-09-16,91.07,Silver Stream Inc,Basic Plan,APAC,pending,credit_card,New customer
TXN-2024-0437,2024-11-23,450.30,Green Valley LLC,Enterprise Plan,US-WEST,refunded,credit_card,Upgrade from basic
TXN-2024-0438,2024-10-11,106.00,Silver Stream Inc,Enterprise Plan,EU-WEST,completed,credit_card,Referral discount applied
TXN-2024-0439,2024-09-12,2321.93,Green Valley LLC,API Addon,US-EAST,completed,paypal,Referral discount applied
TXN-2024-0440,2024-01-26,472.54,Northern Wind Co,Enterprise Plan,APAC,pending,credit_card,Referral discount applied
TXN-2024-0441,2024-10-03,204.84,Green Valley LLC,Storage Addon,US-WEST,completed,credit_card,New customer
TXN-2024-0442,2024-06-18,104.13,Blue Ocean Ltd,Pro Plan,US-WEST,completed,paypal,Monthly subscription
TXN-2024-0443,2024-08-13,2304.66,Sunset Labs,Pro Plan,US-WEST,completed,credit_card,Referral discount applied
TXN-2024-0444,2024-01-10,99.98,Golden Gate LLC,API Addon,US-EAST,refunded,bank_transfer,Referral discount applied
TXN-2024-0445,2024-07-27,2252.99,Northern Wind Co,Enterprise Plan,EU-WEST,completed,credit_card,New customer
TXN-2024-0446,2024-11-18,104.51,TechStart Inc,Basic Plan,EU-WEST,refunded,credit_card,Annual renewal
TXN-2024-0447,2024-04-12,144.97,TechStart Inc,API Addon,APAC,pending,credit_card,New customer
TXN-2024-0448,2024-05-18,215.01,Northern Wind Co,Basic Plan,US-EAST,completed,bank_transfer,Referral discount applied
TXN-2024-0449,2024-05-02,206.97,Sunset Labs,Pro Plan,APAC,pending,credit_card,Referral discount applied
TXN-2024-0450,2024-04-16,89.33,Northern Wind Co,API Addon,APAC,completed,credit_card,Upgrade from basic
TXN-2024-0451,2024-06-26,492.58,Silver Stream Inc,Storage Addon,EU-WEST,completed,bank_transfer,
TXN-2024-0452,2024-02-26,2271.09,Iron Bridge Corp,Enterprise Plan,EU-WEST,completed,credit_card,Upgrade from basic
TXN-2024-0453,2024-09-09,144.66,Sunset Labs,Pro Plan,US-EAST,completed,credit_card,Monthly subscription
TXN-2024-0454,2024-06-23,3121.29,Red Mountain Co,Enterprise Plan,US-EAST,completed,bank_transfer,Annual renewal
TXN-2024-0455,2024-02-02,91.48,Green Valley LLC,Basic Plan,APAC,completed,credit_card,Referral discount applied
TXN-2024-0456,2024-03-22,142.45,Acme Corp,API Addon,US-WEST,completed,credit_card,Annual renewal
TXN-2024-0457,2024-01-15,138.82,Red Mountain Co,Pro Plan,US-EAST,pending,paypal,New customer
TXN-2024-0458,2024-11-09,2263.92,Blue Ocean Ltd,Pro Plan,US-EAST,completed,paypal,Referral discount applied
TXN-2024-0459,2024-09-10,96.07,Sunset Labs,Basic Plan,APAC,completed,credit_card,
TXN-2024-0460,2024-01-05,412.41,Acme Corp,Enterprise Plan,US-EAST,completed,bank_transfer,Referral discount applied
TXN-2024-0461,2024-07-26,3219.17,Red Mountain Co,API Addon,APAC,pending,bank_transfer,New customer
TXN-2024-0462,2024-07-23,410.16,Blue Ocean Ltd,API Addon,APAC,completed,paypal,New customer
TXN-2024-0463,2024-08-23,102.97,Northern Wind Co,Pro Plan,US-EAST,completed,paypal,Upgrade from basic
TXN-2024-0464,2024-01-01,75.85,Green Valley LLC,Pro Plan,EU-WEST,completed,bank_transfer,Monthly subscription
TXN-2024-0465,2024-04-07,79.05,Silver Stream Inc,Basic Plan,US-WEST,completed,credit_card,
TXN-2024-0466,2024-08-14,158.48,Silver Stream Inc,Storage Addon,APAC,completed,credit_card,
TXN-2024-0467,2024-07-05,69.91,Blue Ocean Ltd,Storage Addon,APAC,completed,paypal,
TXN-2024-0468,2024-03-01,160.54,Silver Stream Inc,Storage Addon,US-WEST,completed,paypal,Referral discount applied
TXN-2024-0469,2024-08-26,2630.13,TechStart Inc,Basic Plan,US-WEST,completed,credit_card,New customer
TXN-2024-0470,2024-08-16,99.97,Iron Bridge Corp,API Addon,US-WEST,completed,credit_card,
TXN-2024-0471,2024-01-07,185.30,Red Mountain Co,Pro Plan,US-EAST,pending,bank_transfer,Referral discount applied
TXN-2024-0472,2024-05-15,101.02,TechStart Inc,Basic Plan,US-EAST,completed,credit_card,
TXN-2024-0473,2024-11-23,2574.27,Acme Corp,Storage Addon,APAC,completed,credit_card,Upgrade from basic
TXN-2024-0474,2024-02-19,3078.06,Golden Gate LLC,Storage Addon,US-EAST,completed,bank_transfer,Annual renewal
TXN-2024-0475,2024-04-25,3411.04,TechStart Inc,Basic Plan,EU-WEST,completed,bank_transfer,New customer
TXN-2024-0476,2024-03-18,107.01,Green Valley LLC,Storage Addon,US-EAST,completed,credit_card,Upgrade from basic
TXN-2024-0477,2024-07-21,475.47,Iron Bridge Corp,Enterprise Plan,EU-WEST,completed,paypal,
TXN-2024-0478,2024-10-12,163.95,Red Mountain Co,Enterprise Plan,US-WEST,completed,credit_card,Annual renewal
TXN-2024-0479,2024-11-15,95.84,Green Valley LLC,Storage Addon,US-WEST,pending,bank_transfer,
TXN-2024-0480,2024-04-27,443.23,Acme Corp,Storage Addon,EU-WEST,completed,credit_card,Annual renewal
TXN-2024-0481,2024-05-19,459.99,Sunset Labs,Storage Addon,US-WEST,completed,credit_card,Monthly subscription
TXN-2024-0482,2024-01-01,456.67,Blue Ocean Ltd,API Addon,EU-WEST,completed,credit_card,Monthly subscription
TXN-2024-0483,2024-02-21,2590.89,Golden Gate LLC,Pro Plan,EU-WEST,refunded,credit_card,Annual renewal
TXN-2024-0484,2024-01-14,3430.99,Golden Gate LLC,Basic Plan,US-WEST,pending,bank_transfer,
TXN-2024-0485,2024-01-07,99.15,Iron Bridge Corp,Storage Addon,US-WEST,refunded,credit_card,Annual renewal
TXN-2024-0486,2024-07-21,2282.90,Acme Corp,Enterprise Plan,US-EAST,completed,bank_transfer,New customer
TXN-2024-0487,2024-12-16,104.19,Silver Stream Inc,Pro Plan,APAC,completed,paypal,
TXN-2024-0488,2024-10-01,412.87,Red Mountain Co,API Addon,EU-WEST,completed,bank_transfer,Monthly subscription
TXN-2024-0489,2024-07-06,100.35,Golden Gate LLC,API Addon,EU-WEST,completed,credit_card,
TXN-2024-0490,2024-09-18,3449.65,Silver Stream Inc,Enterprise Plan,EU-WEST,completed,credit_card,Referral discount applied
